category,title,price,image
sborka,"Внешний корпус для жесткого диска 1.8"" TwinMOS",670 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
sborka,Блок питания ATX DELUX DLP-45D 450W (20+4pin),3 520 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
sborka,Cooler LGA775 Gamma archer,0 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
sborka,ATX DELUX DLC-MF459,1 430 сом,https://www.planeta.kg/upload/iblock/914/9148423af18425b7f58f731adc765b73.png
programmnoe_obespechenie,"Антивирус Kaspersky Internet Security 2015 на 1 год, на 2 ПК",3 840 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
multimedia,"Digital Media Adapter Prestigio DMA-301 (DivX, DVD, VCD, MP3, CD, WMA,  PAL/NTSC/AUTO, ПДУ,LAN,Wi-Fi)",3 450 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
chekhly_i_aksessuary,"Монопод HARPER RSB-202 Black (Управление через bluetooth, кнопка дистанционного использования)",445 сом 890 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
chekhly_i_aksessuary,Чехол для Zenfone 5 ViewFlip Case White (BSL1X0),1 730 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
chekhly_i_aksessuary,Чехол для электронной книги PocketBook PBPUC-624/626-ORBC-RD оранжевый,930 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
chekhly_i_aksessuary,Чехол для Zopo ZP720 книжка (черный),410 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
chekhly_i_aksessuary,Монопод HARPER SO-201 Blue,290 сом 580 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
chekhly_i_aksessuary,Монопод HARPER RSB-105 Green (Управление через bluetooth),495 сом 990 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
chekhly_i_aksessuary,Монопод HARPER RSB-105 Black (Управление через bluetooth),495 сом 990 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
chekhly_i_aksessuary,Клавиатурный модуль для планшета ASUS Transformer TF103 ,5 150 сом,https://www.planeta.kg/upload/iblock/d6e/d6e5d69ab167c09bcc223727228f4105.jpeg
chekhly_i_aksessuary,Чехол силиконовый для Xiaomi Redmi3 Pro/Redmi3S Прозрачный (NYE5386GL),450 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
chekhly_i_aksessuary,Чехол книжка для Xiaomi Redmi3 Pro/Redmi3S White (NYE5379GL),650 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
planshety,"Планшет Asus MemoPad FHD10 LTE Blue (1B010A) (10"" IPS (1920x1200), S4 Pro 8064 Quad-Core (1.5Ghz), 2GB, 16GB Storage, Wi-Fi, Front Camera 1.2MP, Rear ",16 405 сом 32 810 сом,https://www.planeta.kg/upload/iblock/7a1/7a1cbfd1f330aad67d9c4cbf540b9d8f.jpeg
planshety,"Планшет Sony SGP512RU/W (10"" IPS (1920x1200), Qualcomm 801 Quad-Core (2.3Ghz), 3GB, 32GB Storage, Wi-Fi, Front Camera 2.2MP, Rear Camera 8.1MP)",20 415 сом 40 830 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
planshety,"Планшет Sony SGP511RU/B (10"" IPS (1920x1200), Qualcomm 801 Quad-Core (2.3Ghz), 3GB, 16GB Storage, Wi-Fi, Front Camera 2.2MP, Rear Camera 8.1MP)",19 680 сом 39 360 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
planshety,"Планшет Asus Nexus 7C 32GB LTE (1A015A) (7"" IPS (1920x1200), S4 Pro 8064 Quad-Core (1.5Ghz), 2GB, 32GB Storage, BT, Wi-Fi, Front Camera 1.2MP, Rear Ca",15 135 сом 30 270 сом,https://www.planeta.kg/upload/iblock/f40/f404d95bed50d43c77707fbe238f3d00.jpeg
planshety,"Планшет Asus MemoPad FHD10 LTE White (1A008A) (10"" IPS (1920x1200), S4 Pro 8064 Quad-Core (1.5Ghz), 2GB, 16GB Storage, Wi-Fi, Front Camera 1.2MP, Rear",16 405 сом 32 810 сом,https://www.planeta.kg/upload/iblock/b3a/b3ab96b54eab4b2c82b97e2bc36576dd.jpeg
smartfony,"Смартфон iLife Spark 3 (SM353W) (3.5"" (480x320), Dual Core (1.0Ghz), 256MB, 512MB, DualSim, BT, Wi-Fi, Front 0.3Mp, Rear 2.0Mp, Android 4.2)",4 410 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
smartfony,"Смартфон Philips S616 Dark Grey (5.5"" IPS (1920x1080), Octa-Core (1.3Ghz), 2GB, 16GB, Wi-Fi, Dual microSIM, LTE, Front 5Mp, Rear 13Mp, Android 5.1)",7 305 сом 14 610 сом,https://www.planeta.kg/upload/iblock/c1c/c1c45b6cd6c477a1fc9db50cdeaac433.jpeg
smartfony,"Смартфон Zopo ZP530 White/Gold (5.0"" IPS (1280x720), Quad-Core (1.5Ghz), 1GB, 8GB, Wi-Fi, BT, LTE, Front 5Mp, Rear 8Mp, Android 4.4.4)",5 230 сом 10 460 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
smartfony,"Смартфон Philips S307 Black (4.0"" IPS (800x480), Quad-Core (1.3Ghz), 512MB, 4GB, Wi-Fi, Dual SIM, BT, Front 0.3Mp, Rear 2Mp, Android 4.4)",2 195 сом 4 390 сом,https://www.planeta.kg/upload/iblock/c71/c7131c5eb2d228fb6ce8164fa9d18b0d.jpeg
smartfony,"Смартфон Zopo ZP999 White (5.5"" LTPS (1920x1080), Octa-Core (2.0Ghz), 3GB, 32GB, Wi-Fi, BT, LTE, Front 5Mp, Rear 14Mp, Android 4.4.2)",10 690 сом 21 380 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
smartfony,"Смартфон Zopo ZP999 Black (5.5"" LTPS (1920x1080), Octa-Core (2.0Ghz), 3GB, 32GB, Wi-Fi, BT, LTE, Front 5Mp, Rear 14Mp, Android 4.4.2)",10 690 сом 21 380 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
smartfony,"Смартфон Zopo ZP350 Red (5.0"" IPS (1280x720), Quad-Core (1.3Ghz), 1GB, 8GB, Wi-Fi, BT, LTE, Front 2Mp, Rear 8Mp, Android 5.1)",3 920 сом 7 840 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
smartfony,"Смартфон Sony Xperia XZ2compact Silver  H8324RU/S (5.0""  4K HDR. 4GB, 64GB, Wi-Fi, Dual Nano SIM, BT, Front 19Mp, Rear 5Mp, Google Android™ O)",29 000 сом 45 990 сом,https://www.planeta.kg/upload/iblock/eb1/eb12d647adf29114233a0fb1d6fe08dc.png
smartfony,"Смартфон Philips Xenium V526 Blue (5.0"" IPS (1280x720), Quad-Core (1.3Ghz), 1GB, 8GB, Wi-Fi, Dual SIM, LTE, BT, Front 2Mp, Rear 13Mp, Android 5.1)",7 045 сом 14 090 сом,https://www.planeta.kg/upload/iblock/7bf/7bfd7927d05a2b35f5e9900075c18b3e.jpeg
smartfony,"Смартфон Philips Xenium V377 Black (5.0"" IPS (1280x720), Quad-Core (1.3Ghz), 1GB, 8GB, Wi-Fi, Dual microSIM, BT, Front 2Mp, Rear 5Mp, Android 5.1)",4 445 сом 8 890 сом,https://www.planeta.kg/upload/iblock/650/6508c0f7724b39173643de3e66793c0c.jpeg
aksessuary_dlya_noutbukov,Батарея для ноутбука TOSHIBA 6-cell (V000061130),14 550 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
setevoe_oborudovanie,"Роутер TP-Link TL-WR841N Wi-Fi 300 Мб, 4 LAN 100 Мб,2T2R, 2.4GHz, 802.11n/g/b ",1 330 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
setevoe_oborudovanie,Модем PCI Intex 56k Conexant,480 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
printery,Принтер ленточный Epson LW400,5 990 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
printery,"Принтер Epson SureColor SC-T7200 (A0+ (44""), 2880x1440dpi, 5-цветный, 1000Mb, LAN, USB, 92 kg)",334 990 сом,https://www.planeta.kg/upload/iblock/77f/77fc56c2e65fa53caf92bcc82b16d8a7.jpeg
printery,"Принтер Epson SureColor SC-T5200 (A0 (36""), 2880x1440dpi, 5-цветный, 1000Mb, LAN, USB, 84kg)",277 990 сом,https://www.planeta.kg/upload/iblock/1e0/1e022d839ffa0ead2a22bb907ef76f08.jpeg
printery,"Принтер Epson SureColor SC-T3200 (A1+ (24""), 2880x1440dpi, 5-цветный, 1000Mb, LAN, USB, 67 kg)",229 990 сом,https://www.planeta.kg/upload/iblock/8ce/8ceb7b6347e6197e02aeab48e9ce49bf.jpeg
printery,"Принтер Epson L1800 (A3+, 15ppm A4, 191 sec A3, 5760x1440 dpi, 64-300g/m2, USB)",70 990 сом,https://www.planeta.kg/upload/iblock/87e/87e12be88e967b866c7bad0e6645cf9a.jpeg
printery,"Принтер Canon PIXMA G1416 (A4, 4800x1200 dpi, ч/б- 8.8 стр/мин. цветная печать USB type B, СНПЧ)",10 990 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
printery,"Принтер Epson SureColor SC-T3200 (A1+ (24""), 2880x1440dpi, 5-цветный, 1000Mb, LAN, USB, 67 kg) (без подставки)",209 990 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
printery,"Принтер Epson TM-T88V C31CA85012 (термопринтер, 300mm/sec, автообрезка, ширина рулона бумаги - 58/80мм, диаметр рулона - 83мм, скорость печати чеков -",33 990 сом,https://www.planeta.kg/upload/iblock/fe8/fe8cb6814fd0bd19d975813c618fbebc.jpeg
printery,"Принтер монохромный HP LaserJet Pro M15w ( A4, 600x600 dpi, 18 ppm, 16Mb, USB2.0, WiFi )",10 490 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
printery,"Принтер монохромный HP LaserJet Pro M15a  (A4, 600x600 dpi, 18 ppm, 8Mb, USB 2.0)",8 490 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
mfu_printer_skaner_kopir,"МФУ Epson L3160 (Printer-copier-scaner, A4, 33/15ppm (Black/Color), 69sec/photo, 64-256g/m2, 5760x1440dpi, 1200×2400 scaner, LCD 3.7cm, USB, Wi-Fi) Ре",21 990 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
mfu_printer_skaner_kopir,"МФУ Canon PIXMA MG3640S Black (Printer-copier-scaner, A4, 9.9/5.7 ppm (Black/Color), 4800x1200dpi, 1200x2400 scaner, 64-300g/m2, Wi-Fi)",5 990 сом,https://www.planeta.kg/upload/iblock/5b0/5b0476ec16a8e846d65bde9ee34490c3.png
mfu_printer_skaner_kopir,"МФУ Canon PIXMA G3411 (Printer-copier-scaner, A4, 8.8/5 ppm (Black/Color), 4800x1200dpi, 600x1200 scaner, 64-275g/m2, Wi-Fi, LCD)",16 990 сом,https://www.planeta.kg/upload/iblock/67b/67bd12a074848543ec6709643289e082.png
mfu_printer_skaner_kopir,"МФУ Canon PIXMA G2411 (Printer-copier-scaner, A4, 8.8/5 ppm (Black/Color), 4800x1200dpi, 600x1200 scaner, 64-275g/m2,  LCD)",13 990 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
mfu_printer_skaner_kopir,"МФУ Canon PIXMA TS3340 (Printer-copier-scaner, A4, 7.7/4 ppm (Black/Color), 4800x1200dpi, 600x1200 scaner, 64-275g/m2, Wi-Fi)",4 990 сом,https://www.planeta.kg/upload/iblock/df5/df5b9395c4ded433432a516dd8e45b0e.png
mfu_printer_skaner_kopir,"МФУ Canon PIXMA MG2540S  (Printer-copier-scaner, A4, 8/4 ppm (Black/Color), 4800x600dpi, 600x1200 scaner, 64-275g/m2,)",3 490 сом,https://www.planeta.kg/upload/iblock/826/8262b51100897105ae4d5be950ae8db1.jpeg
mfu_printer_skaner_kopir,МФУ HP LaserJet Pro MFP M130nw,18 990 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
mfu_printer_skaner_kopir,"МФУ Canon PIXMA G4411 (Printer-copier-scaner,Fax A4, 8.8/5 ppm (Black/Color), 4800x1200dpi, 600x1200 scaner, 64-275g/m2, Wi-Fi,LCD)",26 990 сом,https://www.planeta.kg/upload/iblock/10e/10ef30672ba8a3f8fd76cfb8eaab2652.png
mfu_printer_skaner_kopir,"МФУ Epson L7180 (Printer-copier-scaner, A3+, 28/10ppm (Black/Color), 64-300g/m2, 5760x1440dpi, 1200x2400 scaner, USB,Wi-Fi,LCD)",59 990 сом,https://www.planeta.kg/upload/iblock/1d5/1d5c2b6110ca157f0bf566937ac4ee72.jpeg
mfu_printer_skaner_kopir,"МФУ Epson L3151 (Printer-copier-scaner, A4, 33/15ppm (Black/Color), 64-256g/m2, 5760x1440dpi, 1200×2400 scaner, USB, Wi-Fi)",17 990 сом,https://www.planeta.kg/upload/iblock/40f/40fffec056c8c291ecee39af577c1a9c.jpeg
mfu_printer_skaner_kopir_faks,"МФУ Epson L14150 (Printer-copier-scaner-fax, A3+, 17/9ppm (Black/Color), 4800x2400 dpi, 64-256g/m2, 1200x2400 scaner/copier,LCD 6.1 cm Wi-Fi",61 990 сом,https://www.planeta.kg/upload/iblock/881/8815c0a332a9767107de58f7acbe63ec.jpeg
skanery,"Сканер Epson WorkForce DS-1630 В11В239401 А4, 1200x1200dpi,USB",29 990 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
skanery,"Сканер Epson WorkForce DS-530 (A4, протяжный, 600x600dpi, 48/24bit, 35 ppm, ADF, USB)",63 990 сом,https://www.planeta.kg/upload/iblock/ed5/ed5f113c959e1114b4cce44e55abacfa.jpeg
skanery,"Сканер Epson Perfection V370 Photo (A4, 4800x9600, 48bit, 3.2D, Slide Adapter, USB)",12 990 сом,https://www.planeta.kg/upload/iblock/722/72238c846a40deffe440c9b570d3f215.jpeg
skanery,"Сканер Epson Perfection V19 (A4, 4800x4800, 48bit, 3.2D, USB)",7 990 сом,https://www.planeta.kg/upload/iblock/224/224b0976fb2f2ba899f04d42657468b7.jpeg
utsenyennyy_tovar,"Ноутбук Sony VAIO  VPC-YB2L1R/S.RU3 (11.6""HD, AMD Fusion E-350 (1.6GHz), 2GB DDR3, 320GB, ATI HD 6310, Wi-Fi, BT, HDMI, CardReader, WebCam, 7HP, 1.45k",15 620 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
utsenyennyy_tovar,"MB LGA1366 Gigabyte GA-X58A-UD3R (2.0) (iX58Ex,QPI 6.4GT/s,PCI-E,DDR III-2200,GLAN,SATAII,8ch,ATX) после ремонта",4 760 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
utsenyennyy_tovar,HUB Switch Intex 24-port после ремонта,2 120 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
akkumulyatory_i_batarei,"Фонарь ЭРА KA40SU, Аккумуляторный 4V4Ah, 40xSMD, ЗУ 220V.",1 490 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
akkumulyatory_i_batarei,"Фонарь ЭРА K48, Кемпинг 48xLED, 3xAA, карабин.",590 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
akkumulyatory_i_batarei,"Фонарь налобный ЭРА GB-701, 5Вт COB, 3xAAA, сенсор, 3 режима.",750 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
akkumulyatory_i_batarei,Батарейки Kodak CR2032-2BL ,120 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
akkumulyatory_i_batarei,Эл.пит. GP 23AE-BC5  блистер 5 шт,280 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
akkumulyatory_i_batarei,Батарейки Varta Mignon Max-Tech LR6/AA,110 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
akkumulyatory_i_batarei,Аккумуляторы Kodak HR6-2BL 2600mAh AA (блистер 2 шт),870 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
akkumulyatory_i_batarei,"Внешний аккумулятор HARPER PBS-8801 Beige (8800 мАч,кабель USB A/M к iPhone5, iPhone 4, Mini и Micro USB)",765 сом 1 530 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
akkumulyatory_i_batarei,Батарейки Pleomax A27-5BL,480 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
akkumulyatory_i_batarei,"Фонарь ЭРА SDA10M, 3хLED,аккумуляторный",390 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
nositeli_fd_cd_dvd_plenka,DVD+R Imation 4.7Gb,130 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
nositeli_fd_cd_dvd_plenka,CD and DVD Lens Cleaner Intex,190 сом,https://www.planeta.kg/upload/iblock/f34/f34f221a4ceb8c987cf8dfa928115fb0.jpeg
karty_pamyati,Карта памяти SD Card 8GB Sony SF8UY,690 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
karty_pamyati,Карта памяти Secure Digital Card 64GB Sony SDXC UHS-I (U1) SF64UYT (Class 10),2 990 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
karty_pamyati,Карта памяти Secure Digital Card 64GB ADATA Premier SDXC UHS-I (Class 10),1 950 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
karty_pamyati,Карта памяти Secure Digital Card 64GB ADATA Premier Pro SDXC XPG UHS-I U3 (Class 10),7 530 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
karty_pamyati,Карта памяти Secure Digital Card 64GB ADATA Premier Pro SDXC UHS-I U1 (Class 10),3 320 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
karty_pamyati,Карта памяти SD Card 32GB Sony SF32UY,1 690 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
karty_pamyati,Карта памяти MicroSD Card 128GB ADATA Premier SDHC UHS-I (Class 10),4 440 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
flesh_nakopiteli_usb,"Флеш-накопитель USB 3.0 16GB ADATA S107 (Blue, WaterProof, Anti-Shock, Rubber)",700 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
flesh_nakopiteli_usb,"Флеш-накопитель USB 2.0 64GB ADATA C008 (Black-Red, Plastic)",1 690 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
flesh_nakopiteli_usb,"Флеш-накопитель USB 2.0 16GB ADATA UD310 (Black, Plastic)",410 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
flesh_nakopiteli_usb,"Флеш-накопитель USB 3.1/USB Type-C 32GB Sony USM32CA2 (Gray, Metal)",2 190 сом,https://www.planeta.kg/upload/iblock/317/317d6816ec92333052314b39abf3cadb.jpeg
flesh_nakopiteli_usb,"Флеш-накопитель USB 3.0 64GB ADATA UV150 (Red, Plastic)",2 010 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
flesh_nakopiteli_usb,"Флеш-накопитель USB 3.0 64GB ADATA UV150 (Black, Plastic)",2 010 сом,https://www.planeta.kg/local/templates/planet/components/bitrix/catalog/.default/bitrix/catalog.section/.default/images/no_photo.png
